age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,Self-emp-not-inc,166193,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,1
42,Private,69019,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
39.71096739,Private,206114.516,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,12640.01567,12215.61855,47.49776114,United-States,1
32,Private,173730,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
17,Self-emp-not-inc,103851,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,4,United-States,0
44,Federal-gov,68729,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
41,Private,425444,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,0
22,Private,384787,9th,5,Never-married,Sales,Other-relative,White,Female,0,0,40,Mexico,0
42,Private,367533,10th,6,Married-civ-spouse,?,Own-child,Other,Male,0,0,,United-States,1
26,Private,206600,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,1
49,State-gov,175109,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
34,Private,118551,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
51,Private,222615,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
45,Private,216414,Masters,,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,?,1
44.96870294,Private,448464.0615,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,16837.61908,-0.811921659,37.5293893,?,1
44.76658124,State-gov,136756.0305,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0.339355813,-0.348157397,88.57639543,United-States,0
19,State-gov,159269,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,1
37,Private,30267,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,1
34,Private,127195,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
79,Local-gov,146244,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
36,Self-emp-inc,116133,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,0
23,Private,90729,11th,7,Never-married,Machine-op-inspct,Unmarried,Other,Male,0,0,40,United-States,0
50,Private,150999,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1
26,Private,231638,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
50,Private,98228,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,0
41,Private,529216,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Male,7430,0,45,?,1
30,Private,115426,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
44,Private,165492,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,1
36.30936919,Private,189081.8587,5th-6th,3,Separated,Craft-repair,Not-in-family,Black,Male,99497.37408,0.771920155,43.97176437,United-States,0
30,Private,399088,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
25,Private,135645,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,1
23,Private,440456,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,,40,?,0
43,Private,48193,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
27,Private,266973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
43,Private,316183,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
,Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,?,0,1887,40,United-States,1
31,Private,286406,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States,0
34,Private,192900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
21,?,233923,Some-college,10,Never-married,?,Own-child,White,Female,0,0,24,United-States,0
64,Private,212838,?,9,Married-civ-spouse,Sales,Husband,White,Male,,0,65,United-States,1
61,Private,71209,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
,Private,423222,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,?,7688,0,40,United-States,1
40,Private,53956,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
49,Self-emp-inc,431245,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
39,Private,206520,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,1
18,Private,238281,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0
66,Private,,Preschool,1,Widowed,Priv-house-serv,Other-relative,White,?,0,0,40,Guatemala,0
41,Local-gov,195258,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
42,Private,147251,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,1
45,Self-emp-not-inc,204405,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0
38,Private,103925,HS-grad,9,Married-civ-spouse,Adm-clerical,?,White,Female,0,0,,United-States,1
40.704762,Private,201252.671,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1.139555536,-0.387361965,55.08124545,United-States,0
24,Private,315877,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,1
50,Private,548361,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,0
56,Private,70720,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44,State-gov,174325,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,40,United-States,1
28.1941053,Private,178170.5496,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3315.457577,-0.046344246,53.99600457,United-States,1
50,Private,167886,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
48,Self-emp-inc,200471,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,?,0,0,40,United-States,1
38,Private,44780,Bachelors,13,?,Sales,Wife,White,Female,0,,8,United-States,1
23,Private,197286,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
42,Federal-gov,236503,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
46,Private,376789,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,1
38,Private,213260,HS-grad,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,1
36,Local-gov,103886,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
53,Private,68684,?,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,,40,United-States,0
50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,30,United-States,1
22,Private,186383,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,40,United-States,1
35,Private,241126,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
36,Private,32086,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
53,Self-emp-not-inc,196328,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,1
52.93824768,State-gov,177010.0042,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.881162468,-0.612056226,44.50605565,United-States,0
26,State-gov,291586,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
18,Private,27920,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,25,United-States,1
38,State-gov,187119,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
41,Private,116493,HS-grad,9,Divorced,?,Not-in-family,White,Male,13550,0,,United-States,1
39,Private,553588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,0
53,Self-emp-not-inc,137547,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,27828,0,40,Philippines,1
22,Private,62507,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,1
15.01022356,Private,150393.1169,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-0.970276784,-47.50234766,21.85576858,United-States,0
21,Private,124242,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
43,Self-emp-not-inc,207578,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,1
49.94110307,Local-gov,148794.9398,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,-0.679230653,-2.91425599,44.70900867,United-States,1
44,Private,130126,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
22,Private,127768,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,1
48,Self-emp-not-inc,200825,Some-college,,?,Exec-managerial,Husband,White,Male,0,0,30,United-States,1
25,State-gov,150083,Bachelors,,?,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
30,Private,427541,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,99999,0,40,United-States,1
49,Private,149049,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,14344,0,45,United-States,1
65,Self-emp-not-inc,158177,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,44,United-States,0
46,Self-emp-inc,292569,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,65,United-States,1
32,Private,100734,HS-grad,9,Never-married,Exec-managerial,Not-in-family,?,Female,0,0,,United-States,0
37,Federal-gov,45937,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States,0
50,Private,245356,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
38.19093831,Private,286458.06,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.386242299,-1.560606987,46572.97647,United-States,1
19,?,385901,Some-college,10,Never-married,?,?,White,Male,0,0,,United-States,0
26.49740273,Private,222557.7517,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,8379.551124,26168.60962,34.88555393,United-States,1
54,Federal-gov,392502,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
28,Private,115438,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
45,Self-emp-not-inc,225456,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
40,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,1
24,Private,117959,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4386,0,40,United-States,1
40,Self-emp-not-inc,151504,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
46,Self-emp-inc,321764,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
33,State-gov,340899,Doctorate,16,Married-civ-spouse,Tech-support,?,White,Male,0,0,,United-States,1
69,?,320280,Some-college,10,Never-married,?,Not-in-family,White,Male,1848,0,1,United-States,1
54,Self-emp-inc,166459,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,1
51,?,229465,Masters,,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
18,Private,118376,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
47,Self-emp-not-inc,185859,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,United-States,1
26,Private,131913,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
31,Private,161765,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,United-States,0
33,Private,225507,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
59,Private,294395,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
,Private,205153,?,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
41,Private,116379,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Taiwan,0
38,Self-emp-inc,312232,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
44,Self-emp-inc,37997,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
52,Federal-gov,38973,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,1
40,Private,215596,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,Other,Male,0,0,40,Mexico,0
60,Private,176731,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
46,Self-emp-inc,211020,Bachelors,13,Married-civ-spouse,Exec-managerial,?,White,Male,15024,0,,Germany,1
21.02807355,Private,155006.1704,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,72744.96289,0.297055771,46.24059735,United-States,1
26,Private,269060,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
,Self-emp-not-inc,280508,?,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
53,Private,102615,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Canada,0
25,Private,200318,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
39,Self-emp-not-inc,263081,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,1
22,Private,156933,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,0
32,Private,190784,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
40,Private,205175,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,37,United-States,0
25,Private,236267,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
47,Private,162859,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,1
58.63125806,Local-gov,109850.164,Masters,14,Widowed,Prof-specialty,Not-in-family,Black,Female,0.754733298,0.199423986,44.25734454,United-States,1
19,Private,222445,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,1
44.25530953,Private,223041.2201,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,-1.186336427,0.587855888,45.57764906,United-States,0
47,Local-gov,109705,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
35,Local-gov,45607,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
47,?,,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,42,United-States,1
28.72965539,Local-gov,208624.3143,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,97574.08146,0.273978869,38.31061859,United-States,0
26,Private,162312,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,1
28,Private,212563,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,0
50,State-gov,116211,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,1
37,Private,161226,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,1
31,Private,119735,9th,5,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,0
47,Self-emp-not-inc,265097,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
37,Self-emp-not-inc,68899,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1
31,Private,113543,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
17,Private,142587,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,0
-82.74958131,Private,377648.5467,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,11467.96972,-0.252763255,73.38237031,United-States,1
49,Federal-gov,213668,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,1
60,Self-emp-not-inc,137733,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1
43,Private,227065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,1
61464.58941,Private,228769.5981,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5331.595778,-0.334228779,34.98931845,United-States,0
30,Local-gov,159773,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,1
36,Private,353263,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
,?,227026,HS-grad,9,Never-married,?,Unmarried,?,Male,0,0,40,United-States,0
42.02203844,Private,258042.3265,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.034503565,-0.903880413,42750.94658,United-States,1
37.60349488,Private,72434.99522,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1.69356647,1.195220672,49.78202262,United-States,0
52,Private,95128,Some-college,10,Divorced,Sales,Not-in-family,White,?,,0,50,United-States,0
30,Private,140869,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,1
46,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,?,White,Male,,0,45,United-States,1
28,Private,223751,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
22.55701013,Private,311929.146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.08538861,73714.68242,58.49039596,United-States,0
17,Private,65368,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,0
50,Self-emp-inc,176751,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United-States,1
46,?,353012,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,,1902,50,United-States,1
35,Self-emp-not-inc,185848,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,4650,0,50,United-States,1
31,Private,454508,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,0
23,Private,182117,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
33,Federal-gov,43608,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0
32.17641712,State-gov,55173.81164,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.137352479,2.918173555,38.34268766,United-States,1
37,Local-gov,203628,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,54,United-States,1
43,Private,273230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44.68499825,Local-gov,101422.9932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,-0.856169841,96599.16191,45.87075536,United-States,0
25.61880828,Private,142106.4768,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0.288728003,-1.157116619,28.00184481,Vietnam,0
23,Private,340543,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,0
53,State-gov,,10th,6,Married-civ-spouse,Transport-moving,?,White,Male,0,0,40,United-States,1
44,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Italy,0
42.82785609,Private,134989.1521,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,1.750610751,-0.2251002,32.41866275,United-States,1
31,?,505438,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,Mexico,0
63.34847462,Private,260092.8879,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-0.851662174,-0.758970699,24.75731781,United-States,0
37,Private,337778,11th,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,1
50,Federal-gov,237503,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
33,Self-emp-not-inc,334744,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
18,Private,226956,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,?,0
56168.14148,Private,185780.2344,Some-college,10,Never-married,Sales,Not-in-family,White,Female,-0.457848386,-0.159362232,18.14708619,United-States,0
42,Private,190767,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
28.17629276,Private,161155.9527,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-0.235711245,-0.939463242,50.07320426,?,1
44,State-gov,193524,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
34,Private,161444,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,0
35,Private,,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,?,2829,0,55,Poland,0
,Local-gov,196013,?,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
31,Private,184570,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1
35.81339562,Private,246802.6668,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4691.579765,0.029866923,51.91368346,United-States,1
64,Self-emp-not-inc,159938,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24,Italy,0
51,?,172175,Doctorate,16,Never-married,?,Not-in-family,White,Male,0,2824,40,United-States,1
45.92632277,Private,175266.2607,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.772568749,0.379153119,57.30222176,United-States,0
36,Private,63509,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,1
43,Private,188331,11th,7,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,0
38.53975959,Self-emp-not-inc,115014.2657,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.589639231,-2.651828063,71.39667294,United-States,1
29.77916592,Private,64093.78291,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-0.374964078,-0.646945171,30.85095209,United-States,0
50,Local-gov,166423,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
42.66345644,Private,106181.4469,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,1.667012705,0.398564066,40.43623977,?,1
33,Self-emp-inc,154227,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
36,Private,248010,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,,45,?,0
65,Private,207281,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,0
45,Self-emp-not-inc,33234,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
20,Private,223811,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,23,United-States,0
50,Private,369367,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
31,Private,442429,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,40,Mexico,1
51,Private,40641,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
40.4800967,Private,212819.7376,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1.947770079,1879.322252,82.16538697,United-States,1
35,?,98080,Prof-school,15,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,4787,0,45,Japan,0
22,Private,137320,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
28,Private,114158,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,1
31,Private,220915,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1
45,Private,247869,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
29,Private,186624,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Cuba,0
66,Private,97847,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0
44,Local-gov,241851,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4386,0,40,United-States,1
76,?,152802,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,1
54.84926346,Self-emp-not-inc,121511.6933,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.530502574,0.835821069,61.49842573,United-States,0
36,Self-emp-not-inc,408427,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
35,Self-emp-inc,65624,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
52,Local-gov,266138,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0
