age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
42.0,Private,129573,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
53.0,Local-gov,169611,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
31.0,Private,247506,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
35.0,Private,37085,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,45.0,United-States,1.0
59.0,Private,202033,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0
38.0,Private,179864,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
19.0,Private,88020,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0
25.0,Private,243190,Masters,,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.0
26.0,Private,102270,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
51.0,State-gov,81286,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,0.0
28.0,?,205690,Bachelors,13.0,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,30.0,?,0.0
33.0,Private,37314,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,30.0,United-States,0.0
25.0,Private,29213,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,0.0
23.0,?,451019,Assoc-voc,11.0,Never-married,?,Unmarried,Black,Male,0.0,0.0,40.0,United-States,1.0
35.0,State-gov,125892,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,0.0
41.0,Private,259412,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,0.0
43.0,Self-emp-not-inc,207540,Bachelors,,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,0.0
49.0,Self-emp-inc,110167,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,430336,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,50.0,United-States,1.0
49.0,Federal-gov,210610,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,86483,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
39.0,Private,138507,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688.0,0.0,45.0,United-States,1.0
39.0,Self-emp-inc,345157,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,31.0,Cuba,1.0
26.0,Private,161342,10th,6.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
17.0,Private,159109,10th,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,0.0
26.0,Federal-gov,54608,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
71.0,Local-gov,433602,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,3.0,United-States,0.0
22.996290821099105,Private,350103,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,42.0,United-States,0.0
34.0,Private,166193,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,0.0
35.0,Local-gov,56236,HS-grad,9.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,,United-States,0.0
36.0,Self-emp-not-inc,156926,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
39.0,Private,26698,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Federal-gov,75993,HS-grad,9.0,Divorced,Protective-serv,Unmarried,Black,Male,1506.0,0.0,40.0,United-States,0.0
47.0,Private,312271,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
36.0,Private,70282,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
41.28407064769558,Self-emp-not-inc,259109,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0.0
39.0,Private,192360,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
35.0,Private,373432,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0
22.0,Private,176998,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,18.0,United-States,0.0
45.0,Private,32950,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,1.0
33.0,Private,48520,Some-college,10.0,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,60.0,United-States,1.0
21.0,Local-gov,237525,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
37.0,Federal-gov,202746,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0
30.0,Self-emp-not-inc,179255,HS-grad,,Never-married,Sales,Own-child,White,Male,0.0,0.0,80.0,United-States,0.0
47.0,State-gov,337825,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
45.0,Private,191517,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
25.0,Private,239130,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,0.0
47.0,Self-emp-inc,233366,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
68.0,Self-emp-not-inc,137492,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
27.0,Private,66893,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2444.0,40.0,United-States,0.0
42.0,Private,266646,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,3103.0,0.0,40.0,Mexico,1.0
,?,238246,HS-grad,9.0,Divorced,?,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0
28.0,Private,215616,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1564.0,50.0,United-States,1.0
61.0,Private,148316,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,2290.0,0.0,40.0,United-States,1.0
33.0,Private,172402,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Germany,1.0
23.0,Private,195918,HS-grad,9.732470536759042,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0.0
40.0,Private,33016,HS-grad,7.9366641096720745,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
,Private,267281,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0
45.0,Private,43608,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.0
23.0,Private,57827,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
30.0,Private,110145,Bachelors,,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.0
33.0,Federal-gov,162884,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.0
21.0,Private,145166,HS-grad,,Widowed,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
28.0,Private,193720,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
42.0,Private,310639,HS-grad,9.0,Divorced,Priv-house-serv,Unmarried,White,Female,0.0,0.0,60.0,Columbia,0.0
43.0,State-gov,196360,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,84.0,United-States,0.0
50.0,Private,370675,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
48.0,Private,398931,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.0
49.0,Private,104329,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,46.0,United-States,1.0
28.0,Private,103575,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1408.0,50.0,Hong,0.0
36.0,Private,222800,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40.0,United-States,1.0
28.0,Local-gov,176239,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
61.0,Self-emp-inc,321274,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,1.0
25.0,State-gov,192713,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
48.0,Private,407714,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
36.0,Private,247547,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,123219,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,?,0.0
25.0,Private,165950,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
36.0,?,182509,HS-grad,9.0,Never-married,?,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.0
45.0,Private,27408,5th-6th,3.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
18.0,Private,110592,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,21.0,United-States,0.0
28.0,Private,175409,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0.0
39.0,Private,172822,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,50.0,United-States,1.0
33.0,Private,265361,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
28.0,State-gov,106491,Some-college,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,,40.0,United-States,0.0
48.0,Private,179557,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,15020.0,0.0,39.69952833609769,United-States,1.0
21.0,Private,187919,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.0
26.0,State-gov,196707,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
40.0,Private,216129,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
63.0,Private,100480,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013.0,0.0,45.0,United-States,0.0
45.0,Private,69905,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
22.0,Private,297767,Some-college,10.403111873716337,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
52.0,Self-emp-not-inc,214627,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,44.0,United-States,0.0
57.0,Self-emp-not-inc,251908,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,15024.0,0.0,40.0,United-States,0.0
38.0,Private,304695,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,0.0
46.0,Self-emp-not-inc,48121,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,45.0,United-States,0.0
52.0,Private,125228,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,2547.0,40.0,United-States,1.0
55.0,Self-emp-inc,408012,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,0.0
21.0,Private,161642,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
30.0,Private,181212,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,,0.0,50.0,United-States,0.0
17.0,Private,76482,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,0.0
57.0,Private,295073,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
30.0,Private,69596,Some-college,10.0,Never-married,Exec-managerial,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.0
48.0,Self-emp-inc,262461,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
24.0,Private,112680,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,1.0
45.0,?,342642,10th,6.0,Divorced,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0
40.0,Private,211968,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,0.0
34.0,Local-gov,153536,HS-grad,,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,0.0
35.0,Private,188923,Masters,14.0,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
24.0,Private,391114,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
47.0,Local-gov,45599,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,37.0,United-States,1.0
21.0,Private,119929,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,0.0
30.0,Private,130442,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,192602,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,?,0.0
37.0,Private,328881,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,47.0,United-States,0.0
24.0,Private,165034,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0.0
41.0,Private,93174,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
61.0,Private,205903,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,1.0
37.0,Private,197496,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,2002.0,40.0,United-States,0.0
39.0,Private,226941,HS-grad,9.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,60.0,United-States,1.0
28.0,Local-gov,199193,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
24.0,Self-emp-inc,187870,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States,0.0
29.0,Private,364899,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,0.0
61.0,Private,437994,Assoc-acdm,12.0,Divorced,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
38.0,Private,166827,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
56.0,Private,207819,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,63.484302020814,United-States,1.0
28.0,Private,37939,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,0.0
24.0,Private,77146,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0.0
35.0,Private,29075,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,1.0
31.0,Private,167868,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,43.0,United-States,0.0
39.0,Private,150132,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
35.0,?,365881,11th,7.0,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,6.0,United-States,0.0
20.0,Private,105044,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,37.47489491819027,United-States,0.0
25.0,Private,145636,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
23.0,Private,161547,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,25.0,United-States,0.0
37.0,Private,77218,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,241126,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,155981,Bachelors,13.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0
34.0,Federal-gov,45741,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
35.0,Self-emp-not-inc,256356,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,60.0,United-States,0.0
85.0,Self-emp-inc,105803,Bachelors,13.0,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
71.0,Self-emp-inc,29702,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,20051.0,0.0,30.0,United-States,1.0
23.0,Private,107882,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0
39.0,State-gov,77572,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
77.0,Self-emp-inc,209768,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,1.0
20.0,Private,89360,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0
40.0,Private,227540,Some-college,10.0,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,,40.0,United-States,0.0
34.0,Private,292570,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,,60.0,United-States,1.0
33.0,Private,409189,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,5178.0,0.0,55.0,United-States,1.0
34.0,Self-emp-not-inc,194901,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,India,0.0
36.0,Private,219796,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,3325.0,0.0,40.0,United-States,0.0
36.0,Private,117166,11th,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
32.0,Local-gov,228320,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,2057.0,70.0,United-States,0.0
26.0,Local-gov,236391,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,43.0,United-States,0.0
43.939982686844914,State-gov,193451,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,?,0.0
42.0,Private,223367,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,45.0,United-States,1.0
38.0,Private,33001,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
,Private,173858,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
23.0,Private,240441,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
37.0,Private,160264,HS-grad,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
38.0,Private,230403,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688.0,0.0,35.0,China,1.0
33.0,Private,154536,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.0
26.0,Private,247024,11th,7.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.0
25.0,Private,410199,Bachelors,13.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,0.0
61.0,Private,191878,10th,6.0,Widowed,Craft-repair,Unmarried,Black,Female,0.0,2001.0,40.0,United-States,0.0
44.0,Self-emp-not-inc,54269,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
65.0,Self-emp-inc,205997,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386.0,0.0,49.23205584699717,United-States,1.0
23.0,Private,47343,Some-college,10.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,38.0,?,0.0
67.0,State-gov,403489,10th,6.0,Widowed,Other-service,Not-in-family,White,Female,-2397.4404169978648,0.0,12.0,United-States,0.0
,Private,232149,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
48.0,Private,339547,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,70.0,United-States,1.0
35.0,Federal-gov,186819,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
,Private,89991,Bachelors,13.0,Divorced,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0
50.0,?,112139,Some-college,10.0,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,?,0.0
36.0,Private,244571,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
20.0,Private,220696,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,35.0,United-States,0.0
32.0,Private,135102,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,-4770.080885056363,0.0,30.0,United-States,0.0
18.0,Private,209417,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,0.0
36.0,Private,199689,HS-grad,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,240172,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
24.0,Private,94492,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,,60.0,United-States,1.0
43.0,Private,188564,Bachelors,13.0,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,0.0,20.0,United-States,0.0
27.0,Private,264527,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,-287.76034199082034,0.0,40.0,United-States,0.0
17.0,?,189922,10th,6.0,Never-married,?,Own-child,White,Female,0.0,0.0,39.80649263417592,United-States,0.0
29.0,Private,182044,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.0,United-States,1.0
19.0,Private,271173,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,0.0
38.0,Private,203034,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
64.0,Private,100734,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,50.0,United-States,0.0
31.0,Self-emp-not-inc,169269,Some-college,10.0,Never-married,Craft-repair,Own-child,Black,Male,4650.0,0.0,40.0,United-States,0.0
30.0,Private,24244,Assoc-voc,11.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
30.0,Private,132222,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0.0,0.0,40.0,Greece,1.0
33.0,Private,199118,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,Puerto-Rico,1.0
59.0,Private,223212,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
40.0,Private,284859,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
27.0,Private,112854,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,4865.0,0.0,40.0,United-States,1.0
